parameter,scale,norm_grade,metric,filter_type,filter_value,base_n,norm_value
Savoriness,9,Top 25%,T3B%,Gender,Perempuan,886,100.0
Savoriness,9,Top 25%,TB%,Gender,Perempuan,886,26.41
Savoriness,9,Average 50%,MS,Methodology,CLT Pre-Recruit,2560,7.85
Savoriness,9,Average 50%,T2B%,Methodology,CLT Pre-Recruit,2560,71.76
Savoriness,9,Average 50%,T3B%,Methodology,CLT Pre-Recruit,2560,100.0
Savoriness,9,Average 50%,TB%,Methodology,CLT Pre-Recruit,2560,13.44
Savoriness,9,Bottom 25%,MS,Methodology,CLT Pre-Recruit,1280,5.37
Savoriness,9,Bottom 25%,T2B%,Methodology,CLT Pre-Recruit,1280,0.0
Savoriness,9,Bottom 25%,T3B%,Methodology,CLT Pre-Recruit,1280,22.03
Savoriness,9,Bottom 25%,TB%,Methodology,CLT Pre-Recruit,1280,0.0
Savoriness,9,Top 25%,MS,Methodology,CLT Pre-Recruit,1280,8.27
Savoriness,9,Top 25%,T2B%,Methodology,CLT Pre-Recruit,1280,100.0
Savoriness,9,Top 25%,T3B%,Methodology,CLT Pre-Recruit,1280,100.0
Savoriness,9,Top 25%,TB%,Methodology,CLT Pre-Recruit,1280,26.88
Savoriness,9,Average 50%,MS,Occupation,Ibu rumah tangga,1189,7.8
Savoriness,9,Average 50%,T2B%,Occupation,Ibu rumah tangga,1189,68.12
Savoriness,9,Average 50%,T3B%,Occupation,Ibu rumah tangga,1189,100.0
Savoriness,9,Average 50%,TB%,Occupation,Ibu rumah tangga,1189,12.28
Savoriness,9,Bottom 25%,MS,Occupation,Ibu rumah tangga,594,5.31
Savoriness,9,Bottom 25%,T2B%,Occupation,Ibu rumah tangga,594,0.0
Savoriness,9,Bottom 25%,T3B%,Occupation,Ibu rumah tangga,594,21.38
Savoriness,9,Bottom 25%,TB%,Occupation,Ibu rumah tangga,594,0.0
Savoriness,9,Top 25%,MS,Occupation,Ibu rumah tangga,594,8.25
Savoriness,9,Top 25%,T2B%,Occupation,Ibu rumah tangga,594,100.0
Savoriness,9,Top 25%,T3B%,Occupation,Ibu rumah tangga,594,100.0
Savoriness,9,Top 25%,TB%,Occupation,Ibu rumah tangga,594,24.58
Savoriness,9,Average 50%,MS,Occupation,Karyawan biasa,907,7.86
Savoriness,9,Average 50%,T2B%,Occupation,Karyawan biasa,907,71.89
Savoriness,9,Average 50%,T3B%,Occupation,Karyawan biasa,907,100.0
Savoriness,9,Average 50%,TB%,Occupation,Karyawan biasa,907,14.33
Savoriness,9,Bottom 25%,MS,Occupation,Karyawan biasa,453,5.34
Savoriness,9,Bottom 25%,T2B%,Occupation,Karyawan biasa,453,0.0
Savoriness,9,Bottom 25%,T3B%,Occupation,Karyawan biasa,453,20.75
Savoriness,9,Bottom 25%,TB%,Occupation,Karyawan biasa,453,0.0
Savoriness,9,Top 25%,MS,Occupation,Karyawan biasa,453,8.29
Savoriness,9,Top 25%,T2B%,Occupation,Karyawan biasa,453,100.0
Savoriness,9,Top 25%,T3B%,Occupation,Karyawan biasa,453,100.0
Savoriness,9,Top 25%,TB%,Occupation,Karyawan biasa,453,28.7
Savoriness,9,Average 50%,MS,Occupation,"Karyawan pemula, contoh: staf junior, trainee, dll",226,7.92
Savoriness,9,Average 50%,T2B%,Occupation,"Karyawan pemula, contoh: staf junior, trainee, dll",226,79.2
Savoriness,9,Average 50%,T3B%,Occupation,"Karyawan pemula, contoh: staf junior, trainee, dll",226,100.0
Savoriness,9,Average 50%,TB%,Occupation,"Karyawan pemula, contoh: staf junior, trainee, dll",226,12.39
Savoriness,9,Bottom 25%,MS,Occupation,"Karyawan pemula, contoh: staf junior, trainee, dll",113,5.52
Savoriness,9,Bottom 25%,T2B%,Occupation,"Karyawan pemula, contoh: staf junior, trainee, dll",113,0.0
Savoriness,9,Bottom 25%,T3B%,Occupation,"Karyawan pemula, contoh: staf junior, trainee, dll",113,24.78
Savoriness,9,Bottom 25%,TB%,Occupation,"Karyawan pemula, contoh: staf junior, trainee, dll",113,0.0
Savoriness,9,Top 25%,MS,Occupation,"Karyawan pemula, contoh: staf junior, trainee, dll",113,8.25
Savoriness,9,Top 25%,T2B%,Occupation,"Karyawan pemula, contoh: staf junior, trainee, dll",113,100.0
Savoriness,9,Top 25%,T3B%,Occupation,"Karyawan pemula, contoh: staf junior, trainee, dll",113,100.0
Savoriness,9,Top 25%,TB%,Occupation,"Karyawan pemula, contoh: staf junior, trainee, dll",113,24.78
Savoriness,9,Average 50%,MS,Occupation,Middle management (Manager/Executive/Supervisor),3,7.67
Savoriness,9,Average 50%,T2B%,Occupation,Middle management (Manager/Executive/Supervisor),3,66.67
Savoriness,9,Average 50%,T3B%,Occupation,Middle management (Manager/Executive/Supervisor),3,100.0
Savoriness,9,Average 50%,TB%,Occupation,Middle management (Manager/Executive/Supervisor),3,0.0
Savoriness,9,Bottom 25%,MS,Occupation,Middle management (Manager/Executive/Supervisor),1,7.0
Savoriness,9,Bottom 25%,T2B%,Occupation,Middle management (Manager/Executive/Supervisor),1,0.0
Savoriness,9,Bottom 25%,T3B%,Occupation,Middle management (Manager/Executive/Supervisor),1,100.0
Savoriness,9,Bottom 25%,TB%,Occupation,Middle management (Manager/Executive/Supervisor),1,0.0
Savoriness,9,Top 25%,MS,Occupation,Middle management (Manager/Executive/Supervisor),1,8.0
Savoriness,9,Top 25%,T2B%,Occupation,Middle management (Manager/Executive/Supervisor),1,100.0
Savoriness,9,Top 25%,T3B%,Occupation,Middle management (Manager/Executive/Supervisor),1,100.0
Savoriness,9,Top 25%,TB%,Occupation,Middle management (Manager/Executive/Supervisor),1,0.0
Savoriness,9,Average 50%,MS,Occupation,Pegawai negeri,3,8.0
Savoriness,9,Average 50%,T2B%,Occupation,Pegawai negeri,3,100.0
Savoriness,9,Average 50%,T3B%,Occupation,Pegawai negeri,3,100.0
Savoriness,9,Average 50%,TB%,Occupation,Pegawai negeri,3,0.0
Savoriness,9,Bottom 25%,MS,Occupation,Pegawai negeri,1,6.0
Savoriness,9,Bottom 25%,T2B%,Occupation,Pegawai negeri,1,0.0
Savoriness,9,Bottom 25%,T3B%,Occupation,Pegawai negeri,1,0.0
Savoriness,9,Bottom 25%,TB%,Occupation,Pegawai negeri,1,0.0
Savoriness,9,Top 25%,MS,Occupation,Pegawai negeri,1,8.0
Savoriness,9,Top 25%,T2B%,Occupation,Pegawai negeri,1,100.0
Savoriness,9,Top 25%,T3B%,Occupation,Pegawai negeri,1,100.0
Savoriness,9,Top 25%,TB%,Occupation,Pegawai negeri,1,0.0
Savoriness,9,Average 50%,MS,Occupation,"Pekerjaan lainnya, sebutkan",139,7.89
Savoriness,9,Average 50%,T2B%,Occupation,"Pekerjaan lainnya, sebutkan",139,77.7
Savoriness,9,Average 50%,T3B%,Occupation,"Pekerjaan lainnya, sebutkan",139,100.0
Savoriness,9,Average 50%,TB%,Occupation,"Pekerjaan lainnya, sebutkan",139,11.51
Savoriness,9,Bottom 25%,MS,Occupation,"Pekerjaan lainnya, sebutkan",69,5.67
Savoriness,9,Bottom 25%,T2B%,Occupation,"Pekerjaan lainnya, sebutkan",69,0.0
Savoriness,9,Bottom 25%,T3B%,Occupation,"Pekerjaan lainnya, sebutkan",69,28.99
Savoriness,9,Bottom 25%,TB%,Occupation,"Pekerjaan lainnya, sebutkan",69,0.0
Savoriness,9,Top 25%,MS,Occupation,"Pekerjaan lainnya, sebutkan",69,8.23
Savoriness,9,Top 25%,T2B%,Occupation,"Pekerjaan lainnya, sebutkan",69,100.0
Savoriness,9,Top 25%,T3B%,Occupation,"Pekerjaan lainnya, sebutkan",69,100.0
Savoriness,9,Top 25%,TB%,Occupation,"Pekerjaan lainnya, sebutkan",69,23.19
Savoriness,9,Average 50%,MS,Occupation,Wiraswasta,93,8.15
Savoriness,9,Average 50%,T2B%,Occupation,Wiraswasta,93,89.25
Savoriness,9,Average 50%,T3B%,Occupation,Wiraswasta,93,100.0
Savoriness,9,Average 50%,TB%,Occupation,Wiraswasta,93,25.81
Savoriness,9,Bottom 25%,MS,Occupation,Wiraswasta,46,5.43
Savoriness,9,Bottom 25%,T2B%,Occupation,Wiraswasta,46,0.0
Savoriness,9,Bottom 25%,T3B%,Occupation,Wiraswasta,46,21.74
Savoriness,9,Bottom 25%,TB%,Occupation,Wiraswasta,46,0.0
Savoriness,9,Top 25%,MS,Occupation,Wiraswasta,46,8.52
Savoriness,9,Top 25%,T2B%,Occupation,Wiraswasta,46,100.0
Savoriness,9,Top 25%,T3B%,Occupation,Wiraswasta,46,100.0
Savoriness,9,Top 25%,TB%,Occupation,Wiraswasta,46,52.17
Savoriness,9,Average 50%,MS,SES,Middle 1 (C1),1778,7.87
Savoriness,9,Average 50%,T2B%,SES,Middle 1 (C1),1778,73.34
Savoriness,9,Average 50%,T3B%,SES,Middle 1 (C1),1778,100.0
Savoriness,9,Average 50%,TB%,SES,Middle 1 (C1),1778,14.06
Savoriness,9,Bottom 25%,MS,SES,Middle 1 (C1),889,5.38
Savoriness,9,Bottom 25%,T2B%,SES,Middle 1 (C1),889,0.0
Savoriness,9,Bottom 25%,T3B%,SES,Middle 1 (C1),889,21.93
Savoriness,9,Bottom 25%,TB%,SES,Middle 1 (C1),889,0.0
Savoriness,9,Top 25%,MS,SES,Middle 1 (C1),889,8.28
Savoriness,9,Top 25%,T2B%,SES,Middle 1 (C1),889,100.0
Savoriness,9,Top 25%,T3B%,SES,Middle 1 (C1),889,100.0
Savoriness,9,Top 25%,TB%,SES,Middle 1 (C1),889,28.12
Savoriness,9,Average 50%,MS,SES,Upper 1 (A),385,7.81
Savoriness,9,Average 50%,T2B%,SES,Upper 1 (A),385,69.35
Savoriness,9,Average 50%,T3B%,SES,Upper 1 (A),385,100.0
Savoriness,9,Average 50%,TB%,SES,Upper 1 (A),385,11.43
Savoriness,9,Bottom 25%,MS,SES,Upper 1 (A),192,5.52
Savoriness,9,Bottom 25%,T2B%,SES,Upper 1 (A),192,0.0
Savoriness,9,Bottom 25%,T3B%,SES,Upper 1 (A),192,28.65
Savoriness,9,Bottom 25%,TB%,SES,Upper 1 (A),192,0.0
Savoriness,9,Top 25%,MS,SES,Upper 1 (A),192,8.23
Savoriness,9,Top 25%,T2B%,SES,Upper 1 (A),192,100.0
Savoriness,9,Top 25%,T3B%,SES,Upper 1 (A),192,100.0
Savoriness,9,Top 25%,TB%,SES,Upper 1 (A),192,22.92
Savoriness,9,Average 50%,MS,SES,Upper 2 (B),397,7.8
Savoriness,9,Average 50%,T2B%,SES,Upper 2 (B),397,67.0
Savoriness,9,Average 50%,T3B%,SES,Upper 2 (B),397,100.0
Savoriness,9,Average 50%,TB%,SES,Upper 2 (B),397,12.59
Savoriness,9,Bottom 25%,MS,SES,Upper 2 (B),198,5.16
Savoriness,9,Bottom 25%,T2B%,SES,Upper 2 (B),198,0.0
Savoriness,9,Bottom 25%,T3B%,SES,Upper 2 (B),198,15.66
Savoriness,9,Bottom 25%,TB%,SES,Upper 2 (B),198,0.0
Savoriness,9,Top 25%,MS,SES,Upper 2 (B),198,8.25
Savoriness,9,Top 25%,T2B%,SES,Upper 2 (B),198,100.0
Savoriness,9,Top 25%,T3B%,SES,Upper 2 (B),198,100.0
Savoriness,9,Top 25%,TB%,SES,Upper 2 (B),198,25.25
Savoriness,9,Average 50%,MS,Sequence,Product 1,365,7.92
Savoriness,9,Average 50%,T2B%,Sequence,Product 1,365,80.27
Savoriness,9,Average 50%,T3B%,Sequence,Product 1,365,100.0
Savoriness,9,Average 50%,TB%,Sequence,Product 1,365,12.05
Savoriness,9,Bottom 25%,MS,Sequence,Product 1,182,6.27
Savoriness,9,Bottom 25%,T2B%,Sequence,Product 1,182,0.0
Savoriness,9,Bottom 25%,T3B%,Sequence,Product 1,182,59.34
Savoriness,9,Bottom 25%,TB%,Sequence,Product 1,182,0.0
Savoriness,9,Top 25%,MS,Sequence,Product 1,182,8.24
Savoriness,9,Top 25%,T2B%,Sequence,Product 1,182,100.0
Savoriness,9,Top 25%,T3B%,Sequence,Product 1,182,100.0
Savoriness,9,Top 25%,TB%,Sequence,Product 1,182,24.18
Savoriness,9,Average 50%,MS,Sequence,Product 2,365,7.82
Savoriness,9,Average 50%,T2B%,Sequence,Product 2,365,69.04
Savoriness,9,Average 50%,T3B%,Sequence,Product 2,365,100.0
Savoriness,9,Average 50%,TB%,Sequence,Product 2,365,12.88
Savoriness,9,Bottom 25%,MS,Sequence,Product 2,182,5.15
Savoriness,9,Bottom 25%,T2B%,Sequence,Product 2,182,0.0
Savoriness,9,Bottom 25%,T3B%,Sequence,Product 2,182,11.54
Savoriness,9,Bottom 25%,TB%,Sequence,Product 2,182,0.0
Savoriness,9,Top 25%,MS,Sequence,Product 2,182,8.26
Savoriness,9,Top 25%,T2B%,Sequence,Product 2,182,100.0
Savoriness,9,Top 25%,T3B%,Sequence,Product 2,182,100.0
Savoriness,9,Top 25%,TB%,Sequence,Product 2,182,25.82
Savoriness,9,Average 50%,MS,Sequence,Product 3,365,7.89
Savoriness,9,Average 50%,T2B%,Sequence,Product 3,365,71.51
Savoriness,9,Average 50%,T3B%,Sequence,Product 3,365,100.0
Savoriness,9,Average 50%,TB%,Sequence,Product 3,365,17.81
Savoriness,9,Bottom 25%,MS,Sequence,Product 3,182,5.3
Savoriness,9,Bottom 25%,T2B%,Sequence,Product 3,182,0.0
Savoriness,9,Bottom 25%,T3B%,Sequence,Product 3,182,14.84
Savoriness,9,Bottom 25%,TB%,Sequence,Product 3,182,0.0
Savoriness,9,Top 25%,MS,Sequence,Product 3,182,8.36
Savoriness,9,Top 25%,T2B%,Sequence,Product 3,182,100.0
Savoriness,9,Top 25%,T3B%,Sequence,Product 3,182,100.0
Savoriness,9,Top 25%,TB%,Sequence,Product 3,182,35.71
Savoriness,9,Average 50%,MS,Sequence,Product 4,365,7.87
Savoriness,9,Average 50%,T2B%,Sequence,Product 4,365,75.34
Savoriness,9,Average 50%,T3B%,Sequence,Product 4,365,100.0
Savoriness,9,Average 50%,TB%,Sequence,Product 4,365,11.23
Savoriness,9,Bottom 25%,MS,Sequence,Product 4,182,5.43
Savoriness,9,Bottom 25%,T2B%,Sequence,Product 4,182,0.0
Savoriness,9,Bottom 25%,T3B%,Sequence,Product 4,182,30.22
Savoriness,9,Bottom 25%,TB%,Sequence,Product 4,182,0.0
Savoriness,9,Top 25%,MS,Sequence,Product 4,182,8.23
Savoriness,9,Top 25%,T2B%,Sequence,Product 4,182,100.0
Savoriness,9,Top 25%,T3B%,Sequence,Product 4,182,100.0
Savoriness,9,Top 25%,TB%,Sequence,Product 4,182,22.53
Savoriness,9,Average 50%,MS,Sequence,Product 5,365,7.83
Savoriness,9,Average 50%,T2B%,Sequence,Product 5,365,69.86
Savoriness,9,Average 50%,T3B%,Sequence,Product 5,365,100.0
Savoriness,9,Average 50%,TB%,Sequence,Product 5,365,13.15
Savoriness,9,Bottom 25%,MS,Sequence,Product 5,182,5.47
Savoriness,9,Bottom 25%,T2B%,Sequence,Product 5,182,0.0
Savoriness,9,Bottom 25%,T3B%,Sequence,Product 5,182,24.73
Savoriness,9,Bottom 25%,TB%,Sequence,Product 5,182,0.0
Savoriness,9,Top 25%,MS,Sequence,Product 5,182,8.26
Savoriness,9,Top 25%,T2B%,Sequence,Product 5,182,100.0
Savoriness,9,Top 25%,T3B%,Sequence,Product 5,182,100.0
Savoriness,9,Top 25%,TB%,Sequence,Product 5,182,26.37
Savoriness,9,Average 50%,MS,Sequence,Product 6,365,7.8
Savoriness,9,Average 50%,T2B%,Sequence,Product 6,365,67.4
Savoriness,9,Average 50%,T3B%,Sequence,Product 6,365,100.0
Savoriness,9,Average 50%,TB%,Sequence,Product 6,365,12.6
Savoriness,9,Bottom 25%,MS,Sequence,Product 6,182,5.2
Savoriness,9,Bottom 25%,T2B%,Sequence,Product 6,182,0.0
Savoriness,9,Bottom 25%,T3B%,Sequence,Product 6,182,13.74
Savoriness,9,Bottom 25%,TB%,Sequence,Product 6,182,0.0
Savoriness,9,Top 25%,MS,Sequence,Product 6,182,8.25
Savoriness,9,Top 25%,T2B%,Sequence,Product 6,182,100.0
Savoriness,9,Top 25%,T3B%,Sequence,Product 6,182,100.0
Savoriness,9,Top 25%,TB%,Sequence,Product 6,182,25.27
Savoriness,9,Average 50%,MS,Sequence,Product 7,185,7.79
Savoriness,9,Average 50%,T2B%,Sequence,Product 7,185,64.86
Savoriness,9,Average 50%,T3B%,Sequence,Product 7,185,100.0
Savoriness,9,Average 50%,TB%,Sequence,Product 7,185,14.05
Savoriness,9,Bottom 25%,MS,Sequence,Product 7,92,4.66
Savoriness,9,Bottom 25%,T2B%,Sequence,Product 7,92,0.0
Savoriness,9,Bottom 25%,T3B%,Sequence,Product 7,92,0.0
Savoriness,9,Bottom 25%,TB%,Sequence,Product 7,92,0.0
Savoriness,9,Top 25%,MS,Sequence,Product 7,92,8.28
Savoriness,9,Top 25%,T2B%,Sequence,Product 7,92,100.0
Savoriness,9,Top 25%,T3B%,Sequence,Product 7,92,100.0
Savoriness,9,Top 25%,TB%,Sequence,Product 7,92,28.26
Savoriness,9,Average 50%,MS,Sequence,Product 8,185,7.88
Savoriness,9,Average 50%,T2B%,Sequence,Product 8,185,72.97
Savoriness,9,Average 50%,T3B%,Sequence,Product 8,185,100.0
Savoriness,9,Average 50%,TB%,Sequence,Product 8,185,14.59
Savoriness,9,Bottom 25%,MS,Sequence,Product 8,92,4.82
Savoriness,9,Bottom 25%,T2B%,Sequence,Product 8,92,0.0
Savoriness,9,Bottom 25%,T3B%,Sequence,Product 8,92,2.17
Savoriness,9,Bottom 25%,TB%,Sequence,Product 8,92,0.0
Savoriness,9,Top 25%,MS,Sequence,Product 8,92,8.29
Savoriness,9,Top 25%,T2B%,Sequence,Product 8,92,100.0
Savoriness,9,Top 25%,T3B%,Sequence,Product 8,92,100.0
Savoriness,9,Top 25%,TB%,Sequence,Product 8,92,29.35
Savoriness,9,Average 50%,MS,Sub-Category,Seasoning,2560,7.85
Savoriness,9,Average 50%,T2B%,Sub-Category,Seasoning,2560,71.76
Savoriness,9,Average 50%,T3B%,Sub-Category,Seasoning,2560,100.0
Savoriness,9,Average 50%,TB%,Sub-Category,Seasoning,2560,13.44
Savoriness,9,Bottom 25%,MS,Sub-Category,Seasoning,1280,5.37
Savoriness,9,Bottom 25%,T2B%,Sub-Category,Seasoning,1280,0.0
Savoriness,9,Bottom 25%,T3B%,Sub-Category,Seasoning,1280,22.03
Savoriness,9,Bottom 25%,TB%,Sub-Category,Seasoning,1280,0.0
Savoriness,9,Top 25%,MS,Sub-Category,Seasoning,1280,8.27
Savoriness,9,Top 25%,T2B%,Sub-Category,Seasoning,1280,100.0
Savoriness,9,Top 25%,T3B%,Sub-Category,Seasoning,1280,100.0
Savoriness,9,Top 25%,TB%,Sub-Category,Seasoning,1280,26.88
Savoriness,9,Average 50%,MS,Sub-Method,Sequential Monadic,2560,7.85
Savoriness,9,Average 50%,T2B%,Sub-Method,Sequential Monadic,2560,71.76
Savoriness,9,Average 50%,T3B%,Sub-Method,Sequential Monadic,2560,100.0
Savoriness,9,Average 50%,TB%,Sub-Method,Sequential Monadic,2560,13.44
Savoriness,9,Bottom 25%,MS,Sub-Method,Sequential Monadic,1280,5.37
Savoriness,9,Bottom 25%,T2B%,Sub-Method,Sequential Monadic,1280,0.0
Savoriness,9,Bottom 25%,T3B%,Sub-Method,Sequential Monadic,1280,22.03
Savoriness,9,Bottom 25%,TB%,Sub-Method,Sequential Monadic,1280,0.0
Savoriness,9,Top 25%,MS,Sub-Method,Sequential Monadic,1280,8.27
Savoriness,9,Top 25%,T2B%,Sub-Method,Sequential Monadic,1280,100.0
Savoriness,9,Top 25%,T3B%,Sub-Method,Sequential Monadic,1280,100.0
Savoriness,9,Top 25%,TB%,Sub-Method,Sequential Monadic,1280,26.88
Savoriness,9,Average 50%,MS,Test Type,Blind,2560,7.85
Savoriness,9,Average 50%,T2B%,Test Type,Blind,2560,71.76
Savoriness,9,Average 50%,T3B%,Test Type,Blind,2560,100.0
Savoriness,9,Average 50%,TB%,Test Type,Blind,2560,13.44
Savoriness,9,Bottom 25%,MS,Test Type,Blind,1280,5.37
Savoriness,9,Bottom 25%,T2B%,Test Type,Blind,1280,0.0
Savoriness,9,Bottom 25%,T3B%,Test Type,Blind,1280,22.03
Savoriness,9,Bottom 25%,TB%,Test Type,Blind,1280,0.0
Savoriness,9,Top 25%,MS,Test Type,Blind,1280,8.27
Savoriness,9,Top 25%,T2B%,Test Type,Blind,1280,100.0
Savoriness,9,Top 25%,T3B%,Test Type,Blind,1280,100.0
Savoriness,9,Top 25%,TB%,Test Type,Blind,1280,26.88
Savoriness,9,Average 50%,MS,Total,Total,2560,7.85
Savoriness,9,Average 50%,T2B%,Total,Total,2560,71.76
Savoriness,9,Average 50%,T3B%,Total,Total,2560,100.0
Savoriness,9,Average 50%,TB%,Total,Total,2560,13.44
Savoriness,9,Bottom 25%,MS,Total,Total,1280,5.37
Savoriness,9,Bottom 25%,T2B%,Total,Total,1280,0.0
Savoriness,9,Bottom 25%,T3B%,Total,Total,1280,22.03
Savoriness,9,Bottom 25%,TB%,Total,Total,1280,0.0
Savoriness,9,Top 25%,MS,Total,Total,1280,8.27
Savoriness,9,Top 25%,T2B%,Total,Total,1280,100.0
Savoriness,9,Top 25%,T3B%,Total,Total,1280,100.0
Savoriness,9,Top 25%,TB%,Total,Total,1280,26.88
Savoriness,9,Average 50%,MS,Type of Study,Product Test,2560,7.85
Savoriness,9,Average 50%,T2B%,Type of Study,Product Test,2560,71.76
Savoriness,9,Average 50%,T3B%,Type of Study,Product Test,2560,100.0
Savoriness,9,Average 50%,TB%,Type of Study,Product Test,2560,13.44
Savoriness,9,Bottom 25%,MS,Type of Study,Product Test,1280,5.37
Savoriness,9,Bottom 25%,T2B%,Type of Study,Product Test,1280,0.0
Savoriness,9,Bottom 25%,T3B%,Type of Study,Product Test,1280,22.03
Savoriness,9,Bottom 25%,TB%,Type of Study,Product Test,1280,0.0
Savoriness,9,Top 25%,MS,Type of Study,Product Test,1280,8.27
Savoriness,9,Top 25%,T2B%,Type of Study,Product Test,1280,100.0
Savoriness,9,Top 25%,T3B%,Type of Study,Product Test,1280,100.0
Savoriness,9,Top 25%,TB%,Type of Study,Product Test,1280,26.88
Seasalt Latte Taste,7,Average 50%,MS,# of Product,3,0,
Seasalt Latte Taste,7,Average 50%,T2B%,# of Product,3,0,
Seasalt Latte Taste,7,Average 50%,T3B%,# of Product,3,0,
Seasalt Latte Taste,7,Average 50%,TB%,# of Product,3,0,
Seasalt Latte Taste,7,Bottom 25%,MS,# of Product,3,0,
Seasalt Latte Taste,7,Bottom 25%,T2B%,# of Product,3,0,
Seasalt Latte Taste,7,Bottom 25%,T3B%,# of Product,3,0,
Seasalt Latte Taste,7,Bottom 25%,TB%,# of Product,3,0,
Seasalt Latte Taste,7,Top 25%,MS,# of Product,3,0,
Seasalt Latte Taste,7,Top 25%,T2B%,# of Product,3,0,
Seasalt Latte Taste,7,Top 25%,T3B%,# of Product,3,0,
Seasalt Latte Taste,7,Top 25%,TB%,# of Product,3,0,
Seasalt Latte Taste,7,Average 50%,MS,Category,Confectionary,0,
Seasalt Latte Taste,7,Average 50%,T2B%,Category,Confectionary,0,
Seasalt Latte Taste,7,Average 50%,T3B%,Category,Confectionary,0,
Seasalt Latte Taste,7,Average 50%,TB%,Category,Confectionary,0,
Seasalt Latte Taste,7,Bottom 25%,MS,Category,Confectionary,0,
Seasalt Latte Taste,7,Bottom 25%,T2B%,Category,Confectionary,0,
Seasalt Latte Taste,7,Bottom 25%,T3B%,Category,Confectionary,0,
Seasalt Latte Taste,7,Bottom 25%,TB%,Category,Confectionary,0,
Seasalt Latte Taste,7,Top 25%,MS,Category,Confectionary,0,
Seasalt Latte Taste,7,Top 25%,T2B%,Category,Confectionary,0,
Seasalt Latte Taste,7,Top 25%,T3B%,Category,Confectionary,0,
Seasalt Latte Taste,7,Top 25%,TB%,Category,Confectionary,0,
Seasalt Latte Taste,7,Average 50%,MS,Detail Product,Coffee Candy,0,
Seasalt Latte Taste,7,Average 50%,T2B%,Detail Product,Coffee Candy,0,
Seasalt Latte Taste,7,Average 50%,T3B%,Detail Product,Coffee Candy,0,
Seasalt Latte Taste,7,Average 50%,TB%,Detail Product,Coffee Candy,0,
Seasalt Latte Taste,7,Bottom 25%,MS,Detail Product,Coffee Candy,0,
Seasalt Latte Taste,7,Bottom 25%,T2B%,Detail Product,Coffee Candy,0,
Seasalt Latte Taste,7,Bottom 25%,T3B%,Detail Product,Coffee Candy,0,
Seasalt Latte Taste,7,Bottom 25%,TB%,Detail Product,Coffee Candy,0,
Seasalt Latte Taste,7,Top 25%,MS,Detail Product,Coffee Candy,0,
Seasalt Latte Taste,7,Top 25%,T2B%,Detail Product,Coffee Candy,0,
Seasalt Latte Taste,7,Top 25%,T3B%,Detail Product,Coffee Candy,0,
Seasalt Latte Taste,7,Top 25%,TB%,Detail Product,Coffee Candy,0,
Seasalt Latte Taste,7,Average 50%,MS,Methodology,CLT Pre-Recruit,0,
Seasalt Latte Taste,7,Average 50%,T2B%,Methodology,CLT Pre-Recruit,0,
Seasalt Latte Taste,7,Average 50%,T3B%,Methodology,CLT Pre-Recruit,0,
Seasalt Latte Taste,7,Average 50%,TB%,Methodology,CLT Pre-Recruit,0,
Seasalt Latte Taste,7,Bottom 25%,MS,Methodology,CLT Pre-Recruit,0,
Seasalt Latte Taste,7,Bottom 25%,T2B%,Methodology,CLT Pre-Recruit,0,
Seasalt Latte Taste,7,Bottom 25%,T3B%,Methodology,CLT Pre-Recruit,0,
Seasalt Latte Taste,7,Bottom 25%,TB%,Methodology,CLT Pre-Recruit,0,
Seasalt Latte Taste,7,Top 25%,MS,Methodology,CLT Pre-Recruit,0,
Seasalt Latte Taste,7,Top 25%,T2B%,Methodology,CLT Pre-Recruit,0,
Seasalt Latte Taste,7,Top 25%,T3B%,Methodology,CLT Pre-Recruit,0,
Seasalt Latte Taste,7,Top 25%,TB%,Methodology,CLT Pre-Recruit,0,
Seasalt Latte Taste,7,Average 50%,MS,Sequence,Product 2,0,
Seasalt Latte Taste,7,Average 50%,T2B%,Sequence,Product 2,0,
Seasalt Latte Taste,7,Average 50%,T3B%,Sequence,Product 2,0,
Seasalt Latte Taste,7,Average 50%,TB%,Sequence,Product 2,0,
Seasalt Latte Taste,7,Bottom 25%,MS,Sequence,Product 2,0,
Seasalt Latte Taste,7,Bottom 25%,T2B%,Sequence,Product 2,0,
Seasalt Latte Taste,7,Bottom 25%,T3B%,Sequence,Product 2,0,
Seasalt Latte Taste,7,Bottom 25%,TB%,Sequence,Product 2,0,
Seasalt Latte Taste,7,Top 25%,MS,Sequence,Product 2,0,
Seasalt Latte Taste,7,Top 25%,T2B%,Sequence,Product 2,0,
Seasalt Latte Taste,7,Top 25%,T3B%,Sequence,Product 2,0,
Seasalt Latte Taste,7,Top 25%,TB%,Sequence,Product 2,0,
Seasalt Latte Taste,7,Average 50%,MS,Sub-Category,Candy,0,
Seasalt Latte Taste,7,Average 50%,T2B%,Sub-Category,Candy,0,
Seasalt Latte Taste,7,Average 50%,T3B%,Sub-Category,Candy,0,
Seasalt Latte Taste,7,Average 50%,TB%,Sub-Category,Candy,0,
Seasalt Latte Taste,7,Bottom 25%,MS,Sub-Category,Candy,0,
Seasalt Latte Taste,7,Bottom 25%,T2B%,Sub-Category,Candy,0,
Seasalt Latte Taste,7,Bottom 25%,T3B%,Sub-Category,Candy,0,
Seasalt Latte Taste,7,Bottom 25%,TB%,Sub-Category,Candy,0,
Seasalt Latte Taste,7,Top 25%,MS,Sub-Category,Candy,0,
