parameter,scale,norm_grade,metric,filter_type,filter_value,base_n,norm_value
Disguise Pores,7,Top 25%,TB%,Actual Age,35.0,0,
Disguise Pores,7,Average 50%,MS,Category,Personal Care,15,6.8
Disguise Pores,7,Average 50%,T2B%,Category,Personal Care,15,100.0
Disguise Pores,7,Average 50%,T3B%,Category,Personal Care,15,100.0
Disguise Pores,7,Average 50%,TB%,Category,Personal Care,15,80.0
Disguise Pores,7,Bottom 25%,MS,Category,Personal Care,7,4.14
Disguise Pores,7,Bottom 25%,T2B%,Category,Personal Care,7,42.86
Disguise Pores,7,Bottom 25%,T3B%,Category,Personal Care,7,57.14
Disguise Pores,7,Bottom 25%,TB%,Category,Personal Care,7,0.0
Disguise Pores,7,Top 25%,MS,Category,Personal Care,7,7.0
Disguise Pores,7,Top 25%,T2B%,Category,Personal Care,7,100.0
Disguise Pores,7,Top 25%,T3B%,Category,Personal Care,7,100.0
Disguise Pores,7,Top 25%,TB%,Category,Personal Care,7,100.0
Disguise Pores,7,Average 50%,MS,Detail Product,Blurring Suncreen,15,6.8
Disguise Pores,7,Average 50%,T2B%,Detail Product,Blurring Suncreen,15,100.0
Disguise Pores,7,Average 50%,T3B%,Detail Product,Blurring Suncreen,15,100.0
Disguise Pores,7,Average 50%,TB%,Detail Product,Blurring Suncreen,15,80.0
Disguise Pores,7,Bottom 25%,MS,Detail Product,Blurring Suncreen,7,4.14
Disguise Pores,7,Bottom 25%,T2B%,Detail Product,Blurring Suncreen,7,42.86
Disguise Pores,7,Bottom 25%,T3B%,Detail Product,Blurring Suncreen,7,57.14
Disguise Pores,7,Bottom 25%,TB%,Detail Product,Blurring Suncreen,7,0.0
Disguise Pores,7,Top 25%,MS,Detail Product,Blurring Suncreen,7,7.0
Disguise Pores,7,Top 25%,T2B%,Detail Product,Blurring Suncreen,7,100.0
Disguise Pores,7,Top 25%,T3B%,Detail Product,Blurring Suncreen,7,100.0
Disguise Pores,7,Top 25%,TB%,Detail Product,Blurring Suncreen,7,100.0
Disguise Pores,7,Average 50%,MS,Gender,Perempuan,15,6.8
Disguise Pores,7,Average 50%,T2B%,Gender,Perempuan,15,100.0
Disguise Pores,7,Average 50%,T3B%,Gender,Perempuan,15,100.0
Disguise Pores,7,Average 50%,TB%,Gender,Perempuan,15,80.0
Disguise Pores,7,Bottom 25%,MS,Gender,Perempuan,7,4.14
Disguise Pores,7,Bottom 25%,T2B%,Gender,Perempuan,7,42.86
Disguise Pores,7,Bottom 25%,T3B%,Gender,Perempuan,7,57.14
Disguise Pores,7,Bottom 25%,TB%,Gender,Perempuan,7,0.0
Disguise Pores,7,Top 25%,MS,Gender,Perempuan,7,7.0
Disguise Pores,7,Top 25%,T2B%,Gender,Perempuan,7,100.0
Disguise Pores,7,Top 25%,T3B%,Gender,Perempuan,7,100.0
Disguise Pores,7,Top 25%,TB%,Gender,Perempuan,7,100.0
Disguise Pores,7,Average 50%,MS,Methodology,CLT Pre-Recruit,15,6.8
Disguise Pores,7,Average 50%,T2B%,Methodology,CLT Pre-Recruit,15,100.0
Disguise Pores,7,Average 50%,T3B%,Methodology,CLT Pre-Recruit,15,100.0
Disguise Pores,7,Average 50%,TB%,Methodology,CLT Pre-Recruit,15,80.0
Disguise Pores,7,Bottom 25%,MS,Methodology,CLT Pre-Recruit,7,4.14
Disguise Pores,7,Bottom 25%,T2B%,Methodology,CLT Pre-Recruit,7,42.86
Disguise Pores,7,Bottom 25%,T3B%,Methodology,CLT Pre-Recruit,7,57.14
Disguise Pores,7,Bottom 25%,TB%,Methodology,CLT Pre-Recruit,7,0.0
Disguise Pores,7,Top 25%,MS,Methodology,CLT Pre-Recruit,7,7.0
Disguise Pores,7,Top 25%,T2B%,Methodology,CLT Pre-Recruit,7,100.0
Disguise Pores,7,Top 25%,T3B%,Methodology,CLT Pre-Recruit,7,100.0
Disguise Pores,7,Top 25%,TB%,Methodology,CLT Pre-Recruit,7,100.0
Disguise Pores,7,Average 50%,MS,Occupation,Ibu rumah tangga,6,6.83
Disguise Pores,7,Average 50%,T2B%,Occupation,Ibu rumah tangga,6,100.0
Disguise Pores,7,Average 50%,T3B%,Occupation,Ibu rumah tangga,6,100.0
Disguise Pores,7,Average 50%,TB%,Occupation,Ibu rumah tangga,6,83.33
Disguise Pores,7,Bottom 25%,MS,Occupation,Ibu rumah tangga,3,6.0
Disguise Pores,7,Bottom 25%,T2B%,Occupation,Ibu rumah tangga,3,100.0
Disguise Pores,7,Bottom 25%,T3B%,Occupation,Ibu rumah tangga,3,100.0
Disguise Pores,7,Bottom 25%,TB%,Occupation,Ibu rumah tangga,3,0.0
Disguise Pores,7,Top 25%,MS,Occupation,Ibu rumah tangga,3,7.0
Disguise Pores,7,Top 25%,T2B%,Occupation,Ibu rumah tangga,3,100.0
Disguise Pores,7,Top 25%,T3B%,Occupation,Ibu rumah tangga,3,100.0
Disguise Pores,7,Top 25%,TB%,Occupation,Ibu rumah tangga,3,100.0
Disguise Pores,7,Average 50%,MS,Occupation,Mahasiswa,3,6.67
Disguise Pores,7,Average 50%,T2B%,Occupation,Mahasiswa,3,100.0
Disguise Pores,7,Average 50%,T3B%,Occupation,Mahasiswa,3,100.0
Disguise Pores,7,Average 50%,TB%,Occupation,Mahasiswa,3,66.67
Disguise Pores,7,Bottom 25%,MS,Occupation,Mahasiswa,1,2.0
Disguise Pores,7,Bottom 25%,T2B%,Occupation,Mahasiswa,1,0.0
Disguise Pores,7,Bottom 25%,T3B%,Occupation,Mahasiswa,1,0.0
Disguise Pores,7,Bottom 25%,TB%,Occupation,Mahasiswa,1,0.0
Disguise Pores,7,Top 25%,MS,Occupation,Mahasiswa,1,7.0
Disguise Pores,7,Top 25%,T2B%,Occupation,Mahasiswa,1,100.0
Disguise Pores,7,Top 25%,T3B%,Occupation,Mahasiswa,1,100.0
Disguise Pores,7,Top 25%,TB%,Occupation,Mahasiswa,1,100.0
Disguise Pores,7,Average 50%,MS,Occupation,Pegawai swasta,4,7.0
Disguise Pores,7,Average 50%,T2B%,Occupation,Pegawai swasta,4,100.0
Disguise Pores,7,Average 50%,T3B%,Occupation,Pegawai swasta,4,100.0
Disguise Pores,7,Average 50%,TB%,Occupation,Pegawai swasta,4,100.0
Disguise Pores,7,Bottom 25%,MS,Occupation,Pegawai swasta,2,2.0
Disguise Pores,7,Bottom 25%,T2B%,Occupation,Pegawai swasta,2,0.0
Disguise Pores,7,Bottom 25%,T3B%,Occupation,Pegawai swasta,2,0.0
Disguise Pores,7,Bottom 25%,TB%,Occupation,Pegawai swasta,2,0.0
Disguise Pores,7,Top 25%,MS,Occupation,Pegawai swasta,2,7.0
Disguise Pores,7,Top 25%,T2B%,Occupation,Pegawai swasta,2,100.0
Disguise Pores,7,Top 25%,T3B%,Occupation,Pegawai swasta,2,100.0
Disguise Pores,7,Top 25%,TB%,Occupation,Pegawai swasta,2,100.0
Disguise Pores,7,Average 50%,MS,Occupation,Pekerja paruh waktu,1,7.0
Disguise Pores,7,Average 50%,T2B%,Occupation,Pekerja paruh waktu,1,100.0
Disguise Pores,7,Average 50%,T3B%,Occupation,Pekerja paruh waktu,1,100.0
Disguise Pores,7,Average 50%,TB%,Occupation,Pekerja paruh waktu,1,100.0
Disguise Pores,7,Bottom 25%,MS,Occupation,Pekerja paruh waktu,0,
Disguise Pores,7,Bottom 25%,T2B%,Occupation,Pekerja paruh waktu,0,
Disguise Pores,7,Bottom 25%,T3B%,Occupation,Pekerja paruh waktu,0,
Disguise Pores,7,Bottom 25%,TB%,Occupation,Pekerja paruh waktu,0,
Disguise Pores,7,Top 25%,MS,Occupation,Pekerja paruh waktu,0,
Disguise Pores,7,Top 25%,T2B%,Occupation,Pekerja paruh waktu,0,
Disguise Pores,7,Top 25%,T3B%,Occupation,Pekerja paruh waktu,0,
Disguise Pores,7,Top 25%,TB%,Occupation,Pekerja paruh waktu,0,
Disguise Pores,7,Average 50%,MS,SES,Upper 1 (A),7,6.86
Disguise Pores,7,Average 50%,T2B%,SES,Upper 1 (A),7,100.0
Disguise Pores,7,Average 50%,T3B%,SES,Upper 1 (A),7,100.0
Disguise Pores,7,Average 50%,TB%,SES,Upper 1 (A),7,85.71
Disguise Pores,7,Bottom 25%,MS,SES,Upper 1 (A),3,2.0
Disguise Pores,7,Bottom 25%,T2B%,SES,Upper 1 (A),3,0.0
Disguise Pores,7,Bottom 25%,T3B%,SES,Upper 1 (A),3,0.0
Disguise Pores,7,Bottom 25%,TB%,SES,Upper 1 (A),3,0.0
Disguise Pores,7,Top 25%,MS,SES,Upper 1 (A),3,7.0
Disguise Pores,7,Top 25%,T2B%,SES,Upper 1 (A),3,100.0
Disguise Pores,7,Top 25%,T3B%,SES,Upper 1 (A),3,100.0
Disguise Pores,7,Top 25%,TB%,SES,Upper 1 (A),3,100.0
Disguise Pores,7,Average 50%,MS,SES,Upper 2 (B),7,6.86
Disguise Pores,7,Average 50%,T2B%,SES,Upper 2 (B),7,100.0
Disguise Pores,7,Average 50%,T3B%,SES,Upper 2 (B),7,100.0
Disguise Pores,7,Average 50%,TB%,SES,Upper 2 (B),7,85.71
Disguise Pores,7,Bottom 25%,MS,SES,Upper 2 (B),3,6.0
Disguise Pores,7,Bottom 25%,T2B%,SES,Upper 2 (B),3,100.0
Disguise Pores,7,Bottom 25%,T3B%,SES,Upper 2 (B),3,100.0
Disguise Pores,7,Bottom 25%,TB%,SES,Upper 2 (B),3,0.0
Disguise Pores,7,Top 25%,MS,SES,Upper 2 (B),3,7.0
Disguise Pores,7,Top 25%,T2B%,SES,Upper 2 (B),3,100.0
Disguise Pores,7,Top 25%,T3B%,SES,Upper 2 (B),3,100.0
Disguise Pores,7,Top 25%,TB%,SES,Upper 2 (B),3,100.0
Disguise Pores,7,Average 50%,MS,Sequence,Product 1,15,6.8
Disguise Pores,7,Average 50%,T2B%,Sequence,Product 1,15,100.0
Disguise Pores,7,Average 50%,T3B%,Sequence,Product 1,15,100.0
Disguise Pores,7,Average 50%,TB%,Sequence,Product 1,15,80.0
Disguise Pores,7,Bottom 25%,MS,Sequence,Product 1,7,4.14
Disguise Pores,7,Bottom 25%,T2B%,Sequence,Product 1,7,42.86
Disguise Pores,7,Bottom 25%,T3B%,Sequence,Product 1,7,57.14
Disguise Pores,7,Bottom 25%,TB%,Sequence,Product 1,7,0.0
Disguise Pores,7,Top 25%,MS,Sequence,Product 1,7,7.0
Disguise Pores,7,Top 25%,T2B%,Sequence,Product 1,7,100.0
Disguise Pores,7,Top 25%,T3B%,Sequence,Product 1,7,100.0
Disguise Pores,7,Top 25%,TB%,Sequence,Product 1,7,100.0
Disguise Pores,7,Average 50%,MS,Sub-Category,Face Care,15,6.8
Disguise Pores,7,Average 50%,T2B%,Sub-Category,Face Care,15,100.0
Disguise Pores,7,Average 50%,T3B%,Sub-Category,Face Care,15,100.0
Disguise Pores,7,Average 50%,TB%,Sub-Category,Face Care,15,80.0
Disguise Pores,7,Bottom 25%,MS,Sub-Category,Face Care,7,4.14
Disguise Pores,7,Bottom 25%,T2B%,Sub-Category,Face Care,7,42.86
Disguise Pores,7,Bottom 25%,T3B%,Sub-Category,Face Care,7,57.14
Disguise Pores,7,Bottom 25%,TB%,Sub-Category,Face Care,7,0.0
Disguise Pores,7,Top 25%,MS,Sub-Category,Face Care,7,7.0
Disguise Pores,7,Top 25%,T2B%,Sub-Category,Face Care,7,100.0
Disguise Pores,7,Top 25%,T3B%,Sub-Category,Face Care,7,100.0
Disguise Pores,7,Top 25%,TB%,Sub-Category,Face Care,7,100.0
Disguise Pores,7,Average 50%,MS,Sub-Method,Pure Monadic,15,6.8
Disguise Pores,7,Average 50%,T2B%,Sub-Method,Pure Monadic,15,100.0
Disguise Pores,7,Average 50%,T3B%,Sub-Method,Pure Monadic,15,100.0
Disguise Pores,7,Average 50%,TB%,Sub-Method,Pure Monadic,15,80.0
Disguise Pores,7,Bottom 25%,MS,Sub-Method,Pure Monadic,7,4.14
Disguise Pores,7,Bottom 25%,T2B%,Sub-Method,Pure Monadic,7,42.86
Disguise Pores,7,Bottom 25%,T3B%,Sub-Method,Pure Monadic,7,57.14
Disguise Pores,7,Bottom 25%,TB%,Sub-Method,Pure Monadic,7,0.0
Disguise Pores,7,Top 25%,MS,Sub-Method,Pure Monadic,7,7.0
Disguise Pores,7,Top 25%,T2B%,Sub-Method,Pure Monadic,7,100.0
Disguise Pores,7,Top 25%,T3B%,Sub-Method,Pure Monadic,7,100.0
Disguise Pores,7,Top 25%,TB%,Sub-Method,Pure Monadic,7,100.0
Disguise Pores,7,Average 50%,MS,Test Type,Blind,15,6.8
Disguise Pores,7,Average 50%,T2B%,Test Type,Blind,15,100.0
Disguise Pores,7,Average 50%,T3B%,Test Type,Blind,15,100.0
Disguise Pores,7,Average 50%,TB%,Test Type,Blind,15,80.0
Disguise Pores,7,Bottom 25%,MS,Test Type,Blind,7,4.14
Disguise Pores,7,Bottom 25%,T2B%,Test Type,Blind,7,42.86
Disguise Pores,7,Bottom 25%,T3B%,Test Type,Blind,7,57.14
Disguise Pores,7,Bottom 25%,TB%,Test Type,Blind,7,0.0
Disguise Pores,7,Top 25%,MS,Test Type,Blind,7,7.0
Disguise Pores,7,Top 25%,T2B%,Test Type,Blind,7,100.0
Disguise Pores,7,Top 25%,T3B%,Test Type,Blind,7,100.0
Disguise Pores,7,Top 25%,TB%,Test Type,Blind,7,100.0
Disguise Pores,7,Average 50%,MS,Total,Total,15,6.8
Disguise Pores,7,Average 50%,T2B%,Total,Total,15,100.0
Disguise Pores,7,Average 50%,T3B%,Total,Total,15,100.0
Disguise Pores,7,Average 50%,TB%,Total,Total,15,80.0
Disguise Pores,7,Bottom 25%,MS,Total,Total,7,4.14
Disguise Pores,7,Bottom 25%,T2B%,Total,Total,7,42.86
Disguise Pores,7,Bottom 25%,T3B%,Total,Total,7,57.14
Disguise Pores,7,Bottom 25%,TB%,Total,Total,7,0.0
Disguise Pores,7,Top 25%,MS,Total,Total,7,7.0
Disguise Pores,7,Top 25%,T2B%,Total,Total,7,100.0
Disguise Pores,7,Top 25%,T3B%,Total,Total,7,100.0
Disguise Pores,7,Top 25%,TB%,Total,Total,7,100.0
Disguise Pores,7,Average 50%,MS,Type of Study,Product Test,15,6.8
Disguise Pores,7,Average 50%,T2B%,Type of Study,Product Test,15,100.0
Disguise Pores,7,Average 50%,T3B%,Type of Study,Product Test,15,100.0
Disguise Pores,7,Average 50%,TB%,Type of Study,Product Test,15,80.0
Disguise Pores,7,Bottom 25%,MS,Type of Study,Product Test,7,4.14
Disguise Pores,7,Bottom 25%,T2B%,Type of Study,Product Test,7,42.86
Disguise Pores,7,Bottom 25%,T3B%,Type of Study,Product Test,7,57.14
Disguise Pores,7,Bottom 25%,TB%,Type of Study,Product Test,7,0.0
Disguise Pores,7,Top 25%,MS,Type of Study,Product Test,7,7.0
Disguise Pores,7,Top 25%,T2B%,Type of Study,Product Test,7,100.0
Disguise Pores,7,Top 25%,T3B%,Type of Study,Product Test,7,100.0
Disguise Pores,7,Top 25%,TB%,Type of Study,Product Test,7,100.0
Ease of Leveling,7,Average 50%,MS,# of Product,1,15,6.8
Ease of Leveling,7,Average 50%,T2B%,# of Product,1,15,100.0
Ease of Leveling,7,Average 50%,T3B%,# of Product,1,15,100.0
Ease of Leveling,7,Average 50%,TB%,# of Product,1,15,80.0
Ease of Leveling,7,Bottom 25%,MS,# of Product,1,7,4.0
Ease of Leveling,7,Bottom 25%,T2B%,# of Product,1,7,14.29
Ease of Leveling,7,Bottom 25%,T3B%,# of Product,1,7,57.14
Ease of Leveling,7,Bottom 25%,TB%,# of Product,1,7,0.0
Ease of Leveling,7,Top 25%,MS,# of Product,1,7,7.0
Ease of Leveling,7,Top 25%,T2B%,# of Product,1,7,100.0
Ease of Leveling,7,Top 25%,T3B%,# of Product,1,7,100.0
Ease of Leveling,7,Top 25%,TB%,# of Product,1,7,100.0
Ease of Leveling,7,Average 50%,MS,Actual Age,20.0,1,7.0
Ease of Leveling,7,Average 50%,T2B%,Actual Age,20.0,1,100.0
Ease of Leveling,7,Average 50%,T3B%,Actual Age,20.0,1,100.0
Ease of Leveling,7,Average 50%,TB%,Actual Age,20.0,1,100.0
Ease of Leveling,7,Bottom 25%,MS,Actual Age,20.0,0,
Ease of Leveling,7,Bottom 25%,T2B%,Actual Age,20.0,0,
Ease of Leveling,7,Bottom 25%,T3B%,Actual Age,20.0,0,
Ease of Leveling,7,Bottom 25%,TB%,Actual Age,20.0,0,
Ease of Leveling,7,Top 25%,MS,Actual Age,20.0,0,
Ease of Leveling,7,Top 25%,T2B%,Actual Age,20.0,0,
Ease of Leveling,7,Top 25%,T3B%,Actual Age,20.0,0,
Ease of Leveling,7,Top 25%,TB%,Actual Age,20.0,0,
Ease of Leveling,7,Average 50%,MS,Actual Age,21.0,1,7.0
Ease of Leveling,7,Average 50%,T2B%,Actual Age,21.0,1,100.0
Ease of Leveling,7,Average 50%,T3B%,Actual Age,21.0,1,100.0
Ease of Leveling,7,Average 50%,TB%,Actual Age,21.0,1,100.0
Ease of Leveling,7,Bottom 25%,MS,Actual Age,21.0,0,
Ease of Leveling,7,Bottom 25%,T2B%,Actual Age,21.0,0,
Ease of Leveling,7,Bottom 25%,T3B%,Actual Age,21.0,0,
Ease of Leveling,7,Bottom 25%,TB%,Actual Age,21.0,0,
Ease of Leveling,7,Top 25%,MS,Actual Age,21.0,0,
Ease of Leveling,7,Top 25%,T2B%,Actual Age,21.0,0,
Ease of Leveling,7,Top 25%,T3B%,Actual Age,21.0,0,
Ease of Leveling,7,Top 25%,TB%,Actual Age,21.0,0,
Ease of Leveling,7,Average 50%,MS,Actual Age,22.0,1,5.0
Ease of Leveling,7,Average 50%,T2B%,Actual Age,22.0,1,0.0
Ease of Leveling,7,Average 50%,T3B%,Actual Age,22.0,1,100.0
Ease of Leveling,7,Average 50%,TB%,Actual Age,22.0,1,0.0
Ease of Leveling,7,Bottom 25%,MS,Actual Age,22.0,0,
Ease of Leveling,7,Bottom 25%,T2B%,Actual Age,22.0,0,
Ease of Leveling,7,Bottom 25%,T3B%,Actual Age,22.0,0,
Ease of Leveling,7,Bottom 25%,TB%,Actual Age,22.0,0,
Ease of Leveling,7,Top 25%,MS,Actual Age,22.0,0,
Ease of Leveling,7,Top 25%,T2B%,Actual Age,22.0,0,
Ease of Leveling,7,Top 25%,T3B%,Actual Age,22.0,0,
Ease of Leveling,7,Top 25%,TB%,Actual Age,22.0,0,
Ease of Leveling,7,Average 50%,MS,Actual Age,23.0,0,
Ease of Leveling,7,Average 50%,T2B%,Actual Age,23.0,0,
Ease of Leveling,7,Average 50%,T3B%,Actual Age,23.0,0,
Ease of Leveling,7,Average 50%,TB%,Actual Age,23.0,0,
Ease of Leveling,7,Bottom 25%,MS,Actual Age,23.0,0,
Ease of Leveling,7,Bottom 25%,T2B%,Actual Age,23.0,0,
Ease of Leveling,7,Bottom 25%,T3B%,Actual Age,23.0,0,
Ease of Leveling,7,Bottom 25%,TB%,Actual Age,23.0,0,
Ease of Leveling,7,Top 25%,MS,Actual Age,23.0,0,
Ease of Leveling,7,Top 25%,T2B%,Actual Age,23.0,0,
Ease of Leveling,7,Top 25%,T3B%,Actual Age,23.0,0,
Ease of Leveling,7,Top 25%,TB%,Actual Age,23.0,0,
Ease of Leveling,7,Average 50%,MS,Actual Age,24.0,0,
Ease of Leveling,7,Average 50%,T2B%,Actual Age,24.0,0,
Ease of Leveling,7,Average 50%,T3B%,Actual Age,24.0,0,
Ease of Leveling,7,Average 50%,TB%,Actual Age,24.0,0,
Ease of Leveling,7,Bottom 25%,MS,Actual Age,24.0,0,
Ease of Leveling,7,Bottom 25%,T2B%,Actual Age,24.0,0,
Ease of Leveling,7,Bottom 25%,T3B%,Actual Age,24.0,0,
Ease of Leveling,7,Bottom 25%,TB%,Actual Age,24.0,0,
Ease of Leveling,7,Top 25%,MS,Actual Age,24.0,0,
Ease of Leveling,7,Top 25%,T2B%,Actual Age,24.0,0,
Ease of Leveling,7,Top 25%,T3B%,Actual Age,24.0,0,
Ease of Leveling,7,Top 25%,TB%,Actual Age,24.0,0,
Ease of Leveling,7,Average 50%,MS,Actual Age,25.0,0,
Ease of Leveling,7,Average 50%,T2B%,Actual Age,25.0,0,
Ease of Leveling,7,Average 50%,T3B%,Actual Age,25.0,0,
Ease of Leveling,7,Average 50%,TB%,Actual Age,25.0,0,
Ease of Leveling,7,Bottom 25%,MS,Actual Age,25.0,0,
Ease of Leveling,7,Bottom 25%,T2B%,Actual Age,25.0,0,
Ease of Leveling,7,Bottom 25%,T3B%,Actual Age,25.0,0,
Ease of Leveling,7,Bottom 25%,TB%,Actual Age,25.0,0,
Ease of Leveling,7,Top 25%,MS,Actual Age,25.0,0,
Ease of Leveling,7,Top 25%,T2B%,Actual Age,25.0,0,
Ease of Leveling,7,Top 25%,T3B%,Actual Age,25.0,0,
Ease of Leveling,7,Top 25%,TB%,Actual Age,25.0,0,
Ease of Leveling,7,Average 50%,MS,Actual Age,28.0,0,
Ease of Leveling,7,Average 50%,T2B%,Actual Age,28.0,0,
Ease of Leveling,7,Average 50%,T3B%,Actual Age,28.0,0,
Ease of Leveling,7,Average 50%,TB%,Actual Age,28.0,0,
Ease of Leveling,7,Bottom 25%,MS,Actual Age,28.0,0,
Ease of Leveling,7,Bottom 25%,T2B%,Actual Age,28.0,0,
Ease of Leveling,7,Bottom 25%,T3B%,Actual Age,28.0,0,
Ease of Leveling,7,Bottom 25%,TB%,Actual Age,28.0,0,
Ease of Leveling,7,Top 25%,MS,Actual Age,28.0,0,
Ease of Leveling,7,Top 25%,T2B%,Actual Age,28.0,0,
Ease of Leveling,7,Top 25%,T3B%,Actual Age,28.0,0,
Ease of Leveling,7,Top 25%,TB%,Actual Age,28.0,0,
Ease of Leveling,7,Average 50%,MS,Actual Age,29.0,2,6.5
Ease of Leveling,7,Average 50%,T2B%,Actual Age,29.0,2,100.0
Ease of Leveling,7,Average 50%,T3B%,Actual Age,29.0,2,100.0
Ease of Leveling,7,Average 50%,TB%,Actual Age,29.0,2,50.0
Ease of Leveling,7,Bottom 25%,MS,Actual Age,29.0,1,5.0
Ease of Leveling,7,Bottom 25%,T2B%,Actual Age,29.0,1,0.0
Ease of Leveling,7,Bottom 25%,T3B%,Actual Age,29.0,1,100.0
Ease of Leveling,7,Bottom 25%,TB%,Actual Age,29.0,1,0.0
Ease of Leveling,7,Top 25%,MS,Actual Age,29.0,1,7.0
Ease of Leveling,7,Top 25%,T2B%,Actual Age,29.0,1,100.0
Ease of Leveling,7,Top 25%,T3B%,Actual Age,29.0,1,100.0
Ease of Leveling,7,Top 25%,TB%,Actual Age,29.0,1,100.0
Ease of Leveling,7,Average 50%,MS,Actual Age,30.0,2,6.0
Ease of Leveling,7,Average 50%,T2B%,Actual Age,30.0,2,100.0
Ease of Leveling,7,Average 50%,T3B%,Actual Age,30.0,2,100.0
Ease of Leveling,7,Average 50%,TB%,Actual Age,30.0,2,0.0
Ease of Leveling,7,Bottom 25%,MS,Actual Age,30.0,1,1.0
Ease of Leveling,7,Bottom 25%,T2B%,Actual Age,30.0,1,0.0
Ease of Leveling,7,Bottom 25%,T3B%,Actual Age,30.0,1,0.0
Ease of Leveling,7,Bottom 25%,TB%,Actual Age,30.0,1,0.0
Ease of Leveling,7,Top 25%,MS,Actual Age,30.0,1,6.0
Ease of Leveling,7,Top 25%,T2B%,Actual Age,30.0,1,100.0
Ease of Leveling,7,Top 25%,T3B%,Actual Age,30.0,1,100.0
Ease of Leveling,7,Top 25%,TB%,Actual Age,30.0,1,0.0
Ease of Leveling,7,Average 50%,MS,Actual Age,32.0,2,6.5
Ease of Leveling,7,Average 50%,T2B%,Actual Age,32.0,2,100.0
Ease of Leveling,7,Average 50%,T3B%,Actual Age,32.0,2,100.0
Ease of Leveling,7,Average 50%,TB%,Actual Age,32.0,2,50.0
Ease of Leveling,7,Bottom 25%,MS,Actual Age,32.0,1,5.0
Ease of Leveling,7,Bottom 25%,T2B%,Actual Age,32.0,1,0.0
Ease of Leveling,7,Bottom 25%,T3B%,Actual Age,32.0,1,100.0
Ease of Leveling,7,Bottom 25%,TB%,Actual Age,32.0,1,0.0
Ease of Leveling,7,Top 25%,MS,Actual Age,32.0,1,7.0
Ease of Leveling,7,Top 25%,T2B%,Actual Age,32.0,1,100.0
Ease of Leveling,7,Top 25%,T3B%,Actual Age,32.0,1,100.0
Ease of Leveling,7,Top 25%,TB%,Actual Age,32.0,1,100.0
Ease of Leveling,7,Average 50%,MS,Actual Age,33.0,1,7.0
Ease of Leveling,7,Average 50%,T2B%,Actual Age,33.0,1,100.0
Ease of Leveling,7,Average 50%,T3B%,Actual Age,33.0,1,100.0
Ease of Leveling,7,Average 50%,TB%,Actual Age,33.0,1,100.0
Ease of Leveling,7,Bottom 25%,MS,Actual Age,33.0,0,
Ease of Leveling,7,Bottom 25%,T2B%,Actual Age,33.0,0,
Ease of Leveling,7,Bottom 25%,T3B%,Actual Age,33.0,0,
Ease of Leveling,7,Bottom 25%,TB%,Actual Age,33.0,0,
Ease of Leveling,7,Top 25%,MS,Actual Age,33.0,0,
Ease of Leveling,7,Top 25%,T2B%,Actual Age,33.0,0,
Ease of Leveling,7,Top 25%,T3B%,Actual Age,33.0,0,
Ease of Leveling,7,Top 25%,TB%,Actual Age,33.0,0,
Ease of Leveling,7,Average 50%,MS,Actual Age,34.0,1,7.0
Ease of Leveling,7,Average 50%,T2B%,Actual Age,34.0,1,100.0
Ease of Leveling,7,Average 50%,T3B%,Actual Age,34.0,1,100.0
Ease of Leveling,7,Average 50%,TB%,Actual Age,34.0,1,100.0
Ease of Leveling,7,Bottom 25%,MS,Actual Age,34.0,0,
Ease of Leveling,7,Bottom 25%,T2B%,Actual Age,34.0,0,
Ease of Leveling,7,Bottom 25%,T3B%,Actual Age,34.0,0,
Ease of Leveling,7,Bottom 25%,TB%,Actual Age,34.0,0,
Ease of Leveling,7,Top 25%,MS,Actual Age,34.0,0,
Ease of Leveling,7,Top 25%,T2B%,Actual Age,34.0,0,
Ease of Leveling,7,Top 25%,T3B%,Actual Age,34.0,0,
Ease of Leveling,7,Top 25%,TB%,Actual Age,34.0,0,
Ease of Leveling,7,Average 50%,MS,Actual Age,35.0,0,
Ease of Leveling,7,Average 50%,T2B%,Actual Age,35.0,0,
Ease of Leveling,7,Average 50%,T3B%,Actual Age,35.0,0,
Ease of Leveling,7,Average 50%,TB%,Actual Age,35.0,0,
Ease of Leveling,7,Bottom 25%,MS,Actual Age,35.0,0,
Ease of Leveling,7,Bottom 25%,T2B%,Actual Age,35.0,0,
Ease of Leveling,7,Bottom 25%,T3B%,Actual Age,35.0,0,
Ease of Leveling,7,Bottom 25%,TB%,Actual Age,35.0,0,
Ease of Leveling,7,Top 25%,MS,Actual Age,35.0,0,
Ease of Leveling,7,Top 25%,T2B%,Actual Age,35.0,0,
Ease of Leveling,7,Top 25%,T3B%,Actual Age,35.0,0,
Ease of Leveling,7,Top 25%,TB%,Actual Age,35.0,0,
Ease of Leveling,7,Average 50%,MS,Category,Personal Care,15,6.8
Ease of Leveling,7,Average 50%,T2B%,Category,Personal Care,15,100.0
Ease of Leveling,7,Average 50%,T3B%,Category,Personal Care,15,100.0
Ease of Leveling,7,Average 50%,TB%,Category,Personal Care,15,80.0
Ease of Leveling,7,Bottom 25%,MS,Category,Personal Care,7,4.0
Ease of Leveling,7,Bottom 25%,T2B%,Category,Personal Care,7,14.29
Ease of Leveling,7,Bottom 25%,T3B%,Category,Personal Care,7,57.14
Ease of Leveling,7,Bottom 25%,TB%,Category,Personal Care,7,0.0
Ease of Leveling,7,Top 25%,MS,Category,Personal Care,7,7.0
